@relation UniversalBank-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Age numeric
@attribute Experience numeric
@attribute Income numeric
@attribute Family numeric
@attribute CCAvg numeric
@attribute Education {Under,Grad,Prof}
@attribute Mortgage numeric
@attribute SecuritiesAccount {Yes,No}
@attribute CDAccount {No,Yes}
@attribute Online {No,Yes}
@attribute CreditCard {No,Yes}
@attribute PersonalLoan {No,Yes}

@data
0.295455,0.304348,0.666667,0.333333,0.39,Under,0.250394,No,No,No,Yes,No
0.454545,0.478261,0.097222,0.666667,0.05,Under,0.152756,No,No,Yes,No,No
0.386364,0.413043,0.347222,1,0.02,Prof,0,No,No,No,No,No
0.522727,0.5,0.694444,0,0.24,Under,0,No,No,Yes,Yes,No
0.75,0.717391,0.185185,0,0.22,Prof,0,No,No,Yes,Yes,No
0.340909,0.347826,0.513889,0,0.33,Grad,0,No,Yes,Yes,Yes,Yes
0.818182,0.826087,0.125,0,0.12,Prof,0.192126,No,No,Yes,No,No
0.386364,0.413043,0.097222,0,0.2,Grad,0,No,No,Yes,No,No
0.681818,0.673913,0.152778,0.333333,0.06,Prof,0.303937,No,No,No,No,No
0.159091,0.195652,0.046296,0.666667,0.09,Prof,0,No,No,No,No,No
0.181818,0.173913,0.194444,1,0.18,Prof,0,No,No,Yes,No,No
0.568182,0.586957,0.337963,0.666667,0.07,Under,0,No,No,No,No,No
0.818182,0.826087,0.523148,0,0.29,Under,0,No,No,No,Yes,No
0.636364,0.608696,0.291667,0,0.14,Prof,0.311811,No,No,No,No,No
0.431818,0.456522,0.615741,0.666667,0.5,Prof,0,Yes,Yes,Yes,No,Yes
0.340909,0.347826,0.333333,1,0.07,Prof,0.448819,No,No,Yes,No,No
0.772727,0.76087,0.351852,0.666667,0.16,Prof,0,Yes,No,No,No,No
0.25,0.26087,0.240741,0.666667,0.23,Under,0,No,No,No,No,No
0.204545,0.217391,0.574074,1,0.11,Grad,0.648819,No,No,Yes,No,Yes
0.363636,0.391304,0.171296,0,0.07,Under,0,No,No,Yes,No,No
0.522727,0.5,0.444444,0,0.57,Under,0,No,No,Yes,Yes,No
0.772727,0.73913,0.203704,1,0.25,Under,0,No,No,No,Yes,No
0.363636,0.369565,0.162037,0.666667,0.07,Grad,0.240945,No,No,Yes,No,No
0.318182,0.326087,0.861111,1,0.02,Prof,0.332283,Yes,Yes,Yes,Yes,Yes
0.75,0.630435,0.337963,0.333333,0.45,Prof,0,No,No,No,Yes,No
0.386364,0.413043,0.189815,0,0.18,Under,0,No,No,No,Yes,No
0.204545,0.23913,0,1,0.07,Grad,0,Yes,No,Yes,No,No
0.863636,0.869565,0.569444,0,0.29,Under,0,No,No,Yes,No,No
0.159091,0.195652,0.296296,0,0.01,Under,0.325984,No,No,No,No,No
0.613636,0.630435,0.842593,0.666667,0.21,Prof,0.377953,No,No,Yes,No,Yes
0.136364,0.173913,0.166667,0,0.02,Prof,0,No,No,Yes,No,No
0.409091,0.434783,0.606481,0.333333,0.8,Under,0,No,No,Yes,No,No
0.727273,0.717391,0.097222,0.666667,0.01,Grad,0,Yes,Yes,Yes,No,No
0.75,0.73913,0.569444,0.333333,0.12,Prof,0,No,No,No,No,Yes
0.113636,0.108696,0.393519,0.333333,0.02,Under,0,No,No,No,No,No
0.181818,0.173913,0.833333,0.333333,0.45,Under,0.716535,No,No,No,No,No
0.590909,0.586957,0.143519,0.666667,0.17,Grad,0,Yes,No,Yes,No,No
0.545455,0.521739,0.541667,0,0.57,Under,0.176378,Yes,No,No,No,No
0.431818,0.456522,0.064815,0,0.1,Under,0,No,No,No,No,No
0.431818,0.434783,0.111111,1,0,Grad,0,No,No,Yes,No,No
0.545455,0.565217,0.449074,0.333333,0.33,Under,0,No,No,No,No,No
0.818182,0.826087,0.569444,0,0.38,Under,0,No,No,Yes,Yes,No
0.886364,0.847826,0.449074,0.333333,0.28,Under,0.529134,No,No,No,No,No
0.681818,0.565217,0.171296,1,0.2,Prof,0.207874,Yes,No,No,No,No
0.545455,0.521739,0.240741,0.666667,0.21,Under,0,No,No,Yes,Yes,No
0.681818,0.695652,0.055556,1,0.02,Under,0,No,No,Yes,No,No
0.431818,0.456522,0.49537,0,0.35,Under,0,No,No,No,Yes,No
0.681818,0.695652,0.282407,1,0.1,Grad,0,No,No,Yes,No,No
0.477273,0.5,0.564815,0,0.5,Under,0,No,No,No,Yes,No
0.409091,0.413043,0.356481,0,0.4,Prof,0,No,No,Yes,Yes,No
0.113636,0.130435,0.587963,0.333333,0.33,Under,0,No,No,No,Yes,No
0.181818,0.217391,0.587963,1,0.38,Grad,0,No,Yes,Yes,Yes,Yes
0.795455,0.76087,0.018519,0.666667,0.03,Prof,0,No,No,No,No,No
0.522727,0.5,0.097222,0.666667,0.05,Grad,0,No,No,No,No,No
0.704545,0.717391,0.578704,0.333333,0.26,Prof,0,No,No,No,No,Yes
0.613636,0.630435,0.050926,0.333333,0.04,Under,0.185827,No,No,Yes,No,No
0.840909,0.847826,0.152778,1,0.13,Under,0.274016,No,No,Yes,Yes,No
0.545455,0.543478,0.148148,0.666667,0.27,Grad,0,No,No,Yes,No,No
0.409091,0.413043,0.342593,0,0.4,Prof,0,No,No,Yes,No,No
0.227273,0.26087,0.194444,0,0.24,Grad,0,No,No,No,No,No
0.522727,0.543478,0.046296,0,0.09,Prof,0,No,No,Yes,No,No
0.090909,0.108696,0.467593,1,0.18,Prof,0,No,No,No,No,No
0.386364,0.413043,0.157407,1,0.22,Grad,0.198425,No,No,No,No,No
0.568182,0.543478,0.324074,0.666667,0.11,Under,0,No,No,Yes,No,No
0.954545,0.956522,0.199074,0.333333,0.11,Under,0,No,No,Yes,No,No
0.045455,0.043478,0.486111,1,0.23,Prof,0,No,No,No,Yes,No
0.727273,0.717391,0.509259,1,0.56,Grad,0,No,No,Yes,No,Yes
0.272727,0.282609,0.097222,1,0.11,Prof,0,No,No,Yes,No,No
0.454545,0.478261,0.12037,0.666667,0.06,Grad,0,No,No,No,No,No
0.840909,0.804348,0.259259,0.333333,0.17,Prof,0.371654,Yes,No,Yes,No,No
0.954545,0.913043,0.523148,0,0.2,Under,0,No,No,No,No,No
0.340909,0.326087,0.185185,1,0.02,Prof,0,No,No,Yes,No,No
0.409091,0.391304,0.333333,0,0.52,Under,0,No,No,No,No,No
0.704545,0.673913,0.708333,0,0.29,Under,0,No,No,Yes,No,No
0.590909,0.565217,0.398148,0,0.03,Under,0,No,No,Yes,No,No
0.977273,0.956522,0.032407,0.666667,0.01,Prof,0,No,No,Yes,No,No
0.568182,0.565217,0.305556,0,0.12,Under,0,No,No,Yes,No,No
0.863636,0.847826,0.101852,0.666667,0.13,Grad,0,No,No,No,No,No
0.681818,0.565217,0.166667,0.666667,0.1,Prof,0.311811,No,No,Yes,Yes,No
0.454545,0.456522,0.064815,0.333333,0.03,Grad,0,No,No,Yes,No,No
0.75,0.76087,0.138889,1,0.13,Under,0.261417,No,No,Yes,Yes,No
0.022727,0.065217,0.125,0.666667,0.01,Grad,0,Yes,No,Yes,No,No
0.454545,0.434783,0.282407,1,0.29,Under,0,No,No,Yes,Yes,No
0.431818,0.456522,0.162037,0,0.07,Under,0.214173,No,No,No,No,No
0.227273,0.217391,0.111111,0,0.06,Prof,0.261417,No,No,Yes,No,No
0.454545,0.434783,0.189815,0,0.28,Under,0,No,No,Yes,No,No
0.409091,0.369565,0.00463,0.666667,0.1,Grad,0,No,No,No,No,No
0.886364,0.891304,0.171296,1,0.13,Grad,0,No,No,Yes,No,No
0.386364,0.391304,0.342593,0.666667,0.1,Under,0.486614,No,No,No,No,No
0.795455,0.804348,0.388889,0.333333,0.28,Under,0.162205,No,No,No,No,No
0.363636,0.369565,0.143519,0.666667,0.05,Prof,0,No,No,Yes,No,No
0.954545,0.934783,0.337963,0.666667,0.18,Grad,0,No,No,Yes,No,No
0.704545,0.695652,0.125,0,0.15,Grad,0,No,No,Yes,No,No
0.795455,0.782609,0.24537,0.333333,0.23,Prof,0.303937,No,No,Yes,No,No
0.409091,0.413043,0.300926,0.666667,0.3,Under,0,No,No,Yes,No,No
0.204545,0.217391,0.481481,0,0.46,Under,0.576378,No,No,No,No,No
0.704545,0.695652,0.018519,0.333333,0.02,Prof,0,No,No,Yes,No,No
0.659091,0.630435,0.138889,0.666667,0.09,Prof,0,No,No,Yes,No,No
0.795455,0.76087,0.300926,0.333333,0.07,Grad,0,No,No,Yes,Yes,No
0.318182,0.347826,0.351852,0,0.36,Grad,0,Yes,No,No,No,No
0.363636,0.391304,0.324074,1,0.24,Under,0.185827,No,No,Yes,No,No
0.840909,0.826087,0.333333,0.666667,0.05,Under,0,No,No,Yes,No,No
0.181818,0.173913,0.49537,0.333333,0.13,Under,0.159055,No,No,Yes,Yes,No
0.25,0.23913,0.342593,0,0.27,Grad,0.395276,No,No,Yes,No,No
0.340909,0.369565,0.305556,0.333333,0,Under,0,Yes,No,Yes,No,No
0.409091,0.413043,0.287037,0.666667,0.05,Prof,0,No,No,No,Yes,No
0.113636,0.152174,0.337963,0.666667,0.15,Under,0.434646,No,No,Yes,No,No
0.795455,0.804348,0.652778,1,0.72,Grad,0,No,Yes,Yes,Yes,Yes
0.181818,0.086957,0.199074,0.333333,0.175,Prof,0,No,No,No,No,No
0.159091,0.152174,0.143519,0.666667,0.11,Grad,0,No,No,Yes,No,No
0.681818,0.695652,0.416667,0.666667,0.18,Grad,0,No,No,No,No,No
0.795455,0.782609,0.171296,1,0.21,Under,0,No,No,Yes,Yes,No
0.818182,0.76087,0.189815,1,0.25,Grad,0,No,No,Yes,No,No
0.590909,0.608696,0.555556,0.333333,0.04,Under,0,No,No,No,No,No
0.818182,0.804348,0.157407,0.666667,0.15,Under,0,Yes,Yes,No,Yes,No
0.818182,0.826087,0.046296,0,0.12,Prof,0,No,No,Yes,No,No
0.636364,0.608696,0.106481,0.333333,0.04,Prof,0.253543,No,No,Yes,Yes,No
0.272727,0.304348,0.231481,0.666667,0.2,Under,0.234646,No,No,Yes,Yes,No
0.227273,0.26087,0.185185,0,0.21,Prof,0,No,No,No,Yes,No
0.045455,0.086957,0.212963,1,0.16,Under,0,No,No,Yes,Yes,No
0.590909,0.565217,0.287037,0.333333,0.15,Grad,0,No,No,No,No,No
0.818182,0.826087,0.537037,0,0.74,Under,0,No,No,No,Yes,No
0.522727,0.478261,0.351852,0,0.267,Grad,0,No,No,Yes,Yes,No
0.613636,0.608696,0.347222,1,0.36,Prof,0.296063,No,No,Yes,No,No
0.659091,0.673913,0.717593,0.333333,0.04,Under,0.182677,No,No,Yes,No,No
0.568182,0.543478,0.157407,0.666667,0.22,Grad,0,No,No,No,No,No
0.522727,0.543478,0.509259,0.333333,0.75,Under,0,No,Yes,Yes,Yes,No
0.068182,0.065217,0.574074,0.666667,0.65,Prof,0,No,No,No,Yes,Yes
0.772727,0.76087,0.074074,0,0.13,Under,0,No,No,Yes,Yes,No
0.840909,0.847826,0.064815,0.333333,0.1,Under,0,Yes,Yes,Yes,Yes,No
0.704545,0.695652,0.231481,1,0.13,Prof,0,No,No,No,No,No
0.022727,0.065217,0.240741,1,0.16,Under,0,No,No,Yes,No,No
0.068182,0.065217,0.032407,1,0.04,Under,0,No,No,No,Yes,No
0.409091,0.434783,0.347222,1,0.267,Under,0,No,No,Yes,Yes,No
0.204545,0.195652,0.328704,0.333333,0.15,Prof,0,No,No,Yes,Yes,No
0.863636,0.826087,0.152778,1,0.17,Grad,0,Yes,No,Yes,No,No
0.136364,0.065217,0.583333,1,0.65,Prof,0,No,No,No,No,Yes
0.863636,0.826087,0.333333,0.333333,0.28,Under,0,No,No,Yes,No,No
0.340909,0.326087,0.203704,0,0.2,Under,0,No,No,No,No,No
0.113636,0.152174,0.287037,1,0.26,Under,0,No,No,Yes,No,No
0.681818,0.652174,0.388889,0.333333,0.11,Under,0,Yes,No,No,No,No
0.090909,0.086957,0.162037,0,0.15,Under,0,No,No,Yes,No,No
0.045455,0.086957,0.060185,0.666667,0.1,Grad,0,No,No,No,No,No
0.227273,0.26087,0.069444,0.666667,0.09,Prof,0,No,No,Yes,Yes,No
0.613636,0.630435,0.023148,1,0.1,Under,0,No,No,Yes,No,No
0.090909,0.086957,0.481481,1,0.21,Prof,0,No,No,No,Yes,No
0.090909,0.086957,0.601852,0.333333,0.2,Under,0,No,No,Yes,No,No
0.659091,0.673913,0.013889,0.666667,0.04,Under,0,Yes,No,No,No,No
0.340909,0.347826,0.75463,0.333333,0.78,Under,0,No,No,Yes,No,No
0.795455,0.804348,0.157407,1,0.15,Under,0,No,No,Yes,Yes,No
0.431818,0.434783,0.740741,0.333333,0.79,Grad,0,No,No,Yes,No,Yes
0.5,0.5,0.356481,1,0.11,Grad,0,Yes,No,Yes,No,No
0.659091,0.608696,0.166667,0.666667,0.1,Grad,0.212598,No,No,Yes,No,No
0.136364,0.130435,0.263889,1,0.18,Grad,0.384252,No,No,No,No,No
0.681818,0.695652,0.074074,1,0.02,Under,0,No,No,Yes,Yes,No
0.886364,0.869565,0.013889,0,0.01,Under,0,No,No,Yes,No,No
0.636364,0.652174,0.138889,0.333333,0.1,Prof,0.258268,No,No,Yes,No,No
0.295455,0.326087,0.009259,1,0.07,Grad,0.127559,No,No,No,No,No
0.022727,0.065217,0.587963,0,0.15,Under,0,No,No,Yes,No,No
0.136364,0.130435,0.648148,0.666667,0.41,Under,0,No,No,Yes,No,Yes
0.659091,0.630435,0.25463,0.333333,0.15,Grad,0,Yes,No,Yes,No,No
0.363636,0.369565,0.49537,0,0.1,Prof,0,No,No,Yes,No,No
0.568182,0.565217,0.171296,0,0.03,Under,0,No,No,Yes,Yes,No
0.522727,0.521739,0.699074,0.666667,0.19,Prof,0.496063,No,No,Yes,No,Yes
0.931818,0.934783,0.74537,0.333333,0.21,Under,0.192126,No,No,Yes,No,No
0.727273,0.695652,0.481481,0.333333,0.14,Under,0,No,No,Yes,No,No
0.840909,0.847826,0.393519,0,0.43,Under,0,No,No,Yes,No,No
0.636364,0.608696,0.097222,0,0.03,Prof,0.220472,No,No,No,No,No
0.613636,0.565217,0.356481,0,0.267,Grad,0,No,No,Yes,No,No
0.568182,0.586957,0.060185,1,0.06,Under,0,No,No,Yes,Yes,No
0.681818,0.695652,0.62963,0.333333,0.68,Under,0,No,No,Yes,No,No
0.25,0.282609,0.023148,1,0.1,Under,0.149606,Yes,No,Yes,No,No
0.568182,0.586957,0.726852,0,0.5,Under,0,No,No,No,Yes,No
0.727273,0.73913,0.00463,1,0.07,Under,0.140157,No,No,Yes,No,No
0.090909,0.130435,0.236111,1,0,Under,0.141732,Yes,No,Yes,No,No
0.295455,0.304348,0.694444,0,0.51,Prof,0,No,Yes,Yes,Yes,Yes
0.204545,0.195652,0.097222,0,0.19,Prof,0,No,No,Yes,Yes,No
0.272727,0.26087,0.055556,0.333333,0.14,Prof,0,No,No,Yes,Yes,No
0.159091,0.130435,0.277778,1,0.2,Grad,0,No,No,Yes,No,No
0.795455,0.804348,0.263889,1,0.22,Under,0,No,No,Yes,No,No
0.75,0.73913,0.24537,0.333333,0.19,Grad,0.165354,No,No,No,No,No
0.340909,0.326087,0.384259,1,0.14,Grad,0.15748,No,No,No,Yes,No
0.590909,0.608696,0.106481,0,0.1,Under,0,Yes,No,Yes,No,No
0.25,0.282609,0.291667,1,0.01,Grad,0,No,No,No,No,No
0.386364,0.413043,0.300926,1,0.267,Under,0,No,No,Yes,Yes,No
0.931818,0.913043,0.759259,1,0.31,Under,0.444094,No,Yes,Yes,Yes,Yes
0.636364,0.630435,0.055556,0.333333,0,Under,0,No,No,No,No,No
0.477273,0.456522,0.217593,0,0.02,Under,0,No,No,No,No,No
0.522727,0.543478,0.282407,0.333333,0.17,Under,0.329134,No,No,No,No,No
0.772727,0.782609,0.680556,0,0.74,Under,0,No,No,Yes,No,No
0.704545,0.673913,0.398148,0,0.19,Grad,0,No,No,No,No,No
0.340909,0.369565,0.388889,0.333333,0,Under,0.392126,No,No,Yes,Yes,No
0.090909,0.130435,0.541667,0.333333,0.06,Under,0,No,No,No,No,No
0.363636,0.369565,0.305556,0.666667,0.3,Under,0,No,No,No,No,No
0.477273,0.5,0.296296,0.666667,0.03,Prof,0,No,No,Yes,No,No
0.75,0.717391,0.24537,0,0.22,Prof,0,No,No,Yes,Yes,No
0.204545,0.195652,0.078704,0.333333,0.03,Under,0,No,No,No,Yes,No
0.5,0.478261,0.347222,0.333333,0.17,Grad,0,No,No,Yes,No,No
0.068182,0.108696,0.444444,0.666667,0.25,Under,0,No,No,No,No,No
0.727273,0.608696,0.152778,0.666667,0.1,Prof,0,No,No,Yes,No,No
0.659091,0.652174,0.231481,1,0.18,Prof,0.143307,No,No,No,No,No
0.363636,0.347826,0.393519,0,0.15,Prof,0,No,No,No,Yes,No
0.022727,0.043478,0.143519,0.333333,0.17,Grad,0,No,No,No,No,No
0.545455,0.565217,0.648148,0.333333,0.75,Under,0,No,Yes,Yes,Yes,No
0.545455,0.543478,0.208333,1,0.19,Prof,0.154331,Yes,Yes,No,Yes,No
0.568182,0.586957,0.291667,0.333333,0.17,Under,0.228346,No,No,No,Yes,No
0.545455,0.543478,0.388889,0,0.28,Grad,0,No,No,Yes,No,No
0.272727,0.282609,0.24537,1,0.21,Prof,0,No,No,Yes,No,No
0.522727,0.478261,0.138889,0.666667,0.25,Grad,0.212598,No,No,No,No,No
0.886364,0.869565,0.231481,1,0.17,Under,0,No,No,Yes,No,No
0.068182,0.086957,0.333333,0,0.08,Grad,0.23622,No,No,No,No,No
0.340909,0.23913,0.291667,1,0.18,Prof,0,No,No,Yes,No,No
0.454545,0.456522,0.375,0.666667,0.05,Prof,0,No,No,Yes,Yes,No
0.886364,0.891304,0.347222,0,0.18,Prof,0,No,No,Yes,No,No
0.772727,0.76087,0.092593,0.666667,0.02,Under,0,No,No,Yes,Yes,No
0.113636,0.130435,0.203704,1,0.17,Grad,0,No,No,No,No,No
0.636364,0.630435,0.287037,0,0.12,Under,0.266142,No,No,No,No,No
0.568182,0.543478,0.291667,0,0.14,Prof,0,No,No,No,Yes,No
0.409091,0.413043,0.310185,0,0.37,Prof,0.440945,No,No,No,No,No
0.954545,0.913043,0.75,0.666667,0.79,Prof,0.155906,No,Yes,Yes,No,Yes
0.409091,0.434783,0.324074,1,0.08,Under,0.122835,No,No,Yes,No,No
0.272727,0.304348,0.078704,0.333333,0.1,Grad,0,No,No,No,No,No
0.340909,0.369565,0.240741,0.333333,0.06,Prof,0,No,No,Yes,Yes,No
0.681818,0.695652,0.518519,1,0.27,Grad,0.174803,Yes,Yes,Yes,No,Yes
0.727273,0.695652,0.421296,0.333333,0.14,Under,0.415748,No,No,Yes,Yes,No
0.068182,0.086957,0.217593,0.666667,0.26,Prof,0.177953,No,No,No,Yes,No
0.159091,0.195652,0.097222,0.666667,0.1,Grad,0.184252,No,No,No,No,No
0.704545,0.673913,0.75,0.333333,0.62,Grad,0.511811,No,No,Yes,No,Yes
0.954545,0.934783,0.208333,0.666667,0.22,Under,0,No,No,No,Yes,No
0.545455,0.521739,0.601852,0,0,Under,0,No,No,No,No,No
0.954545,0.956522,0.583333,0.666667,0.39,Prof,0.190551,No,No,Yes,No,Yes
0.977273,0.934783,0.157407,0.333333,0.07,Prof,0.217323,No,No,No,Yes,No
0.068182,0.065217,0.421296,1,0.23,Prof,0,No,No,No,Yes,No
0.977273,0.956522,0.046296,0.666667,0.05,Under,0,No,No,No,Yes,No
0.272727,0.26087,0.074074,1,0.03,Under,0,No,No,Yes,No,No
0.75,0.717391,0.217593,0,0.14,Under,0.12126,No,No,Yes,No,No
0.636364,0.652174,0.231481,0,0,Under,0,No,No,No,Yes,No
0.431818,0.413043,0.476852,0.333333,0.12,Prof,0.395276,No,No,Yes,No,Yes
0.590909,0.565217,0.115741,0,0.03,Prof,0,No,Yes,Yes,Yes,No
0.090909,0.086957,0.305556,1,0.18,Grad,0.176378,No,No,Yes,Yes,No
0.5,0.478261,0.138889,0.333333,0.07,Under,0,No,No,No,No,No
0.590909,0.565217,0.069444,1,0.06,Prof,0.154331,Yes,No,No,No,No
0.909091,0.891304,0.24537,0.333333,0.15,Under,0,No,No,Yes,No,No
0.545455,0.543478,0.337963,0,0.29,Under,0.217323,No,No,No,No,No
0.931818,0.913043,0.560185,0,0.25,Under,0,No,No,Yes,No,No
0.454545,0.347826,0.115741,0,0.075,Prof,0,No,No,No,No,No
0.840909,0.847826,0.25463,1,0.22,Under,0,No,No,Yes,No,No
0.386364,0.369565,0.287037,1,0.14,Grad,0,No,No,Yes,No,No
0.136364,0.130435,0.171296,1,0.02,Under,0.248819,No,No,Yes,Yes,No
0.409091,0.413043,0.263889,0.666667,0.05,Prof,0,No,No,Yes,No,No
0.159091,0.173913,0.305556,1,0.22,Under,0,Yes,No,No,Yes,No
0.590909,0.586957,0.194444,1,0.18,Prof,0,Yes,No,No,No,No
0.159091,0.173913,0.064815,1,0.05,Prof,0.171654,No,No,Yes,No,No
0.136364,0.108696,0.101852,1,0.1,Prof,0,No,No,No,No,No
0.613636,0.630435,0.060185,1,0.1,Under,0,No,No,Yes,No,No
0.363636,0.369565,0.680556,0.333333,0.39,Under,0,No,No,Yes,No,No
0.227273,0.23913,0.259259,1,0.21,Prof,0.258268,No,No,Yes,No,No
0.772727,0.73913,0.263889,1,0.26,Prof,0,No,No,No,Yes,No
0.25,0.26087,0.291667,1,0.07,Prof,0,No,No,Yes,No,No
0.863636,0.847826,0.148148,0.666667,0.05,Grad,0,Yes,No,Yes,No,No
0.477273,0.478261,0.282407,0.666667,0.05,Prof,0,No,No,Yes,No,No
0.386364,0.347826,0.282407,0.666667,0.233,Grad,0,No,No,No,No,No
0.636364,0.608696,0.171296,0.666667,0.06,Grad,0.206299,No,No,Yes,No,No
0.318182,0.326087,0.25,0.666667,0.07,Grad,0,No,No,No,Yes,No
0.477273,0.478261,0.759259,0.333333,0.43,Prof,0.615748,Yes,Yes,Yes,No,Yes
0.431818,0.391304,0.074074,0.666667,0.1,Grad,0,No,No,Yes,Yes,No
0.636364,0.608696,0.333333,0,0.49,Under,0,No,No,No,No,No
0.454545,0.413043,0,0.666667,0.067,Grad,0.138583,No,No,Yes,No,No
0.159091,0.173913,0.138889,1,0.08,Under,0.20315,No,No,Yes,Yes,No
0.5,0.478261,0.393519,1,0.26,Prof,0,No,No,No,No,No
0.272727,0.26087,0.217593,0,0.2,Under,0,No,No,Yes,No,No
0.840909,0.804348,0.259259,0.333333,0.17,Prof,0,No,No,No,Yes,No
0.25,0.26087,0.527778,0,0,Under,0,No,No,Yes,No,No
0.727273,0.608696,0.287037,0.666667,0.14,Prof,0,No,No,Yes,No,No
0.454545,0.478261,0.337963,0.333333,0.32,Under,0,No,No,No,No,No
0.409091,0.391304,0.699074,0,0.55,Prof,0,No,Yes,Yes,No,Yes
0.25,0.26087,0.287037,1,0.13,Under,0,Yes,No,No,No,No
0.954545,0.913043,0.657407,0.333333,0.69,Under,0.308661,No,No,No,No,No
0.5,0.521739,0.666667,0.333333,0.75,Under,0,No,No,Yes,No,No
0.590909,0.608696,0.865741,1,0.3,Under,0.971654,No,No,No,No,Yes
0.568182,0.565217,0.064815,0,0.01,Under,0,No,No,No,No,No
0.840909,0.826087,0.064815,0,0.13,Under,0.193701,No,No,Yes,No,No
0.727273,0.695652,0.328704,0.666667,0.08,Under,0,No,No,Yes,Yes,No
0.431818,0.456522,0.115741,0,0.14,Prof,0,No,No,Yes,No,No
0.204545,0.23913,0.555556,0.333333,0.433,Under,0,No,Yes,Yes,Yes,No
0.886364,0.891304,0.384259,0,0.38,Under,0,Yes,No,Yes,No,No
0.772727,0.76087,0.143519,1,0.09,Under,0,No,No,Yes,Yes,No
0.659091,0.630435,0.523148,0,0.73,Under,0.262992,No,No,Yes,No,No
0.295455,0.195652,0.060185,0,0.067,Prof,0,Yes,No,Yes,No,No
0.25,0.26087,0.152778,0.666667,0.23,Under,0,No,No,No,Yes,No
0.909091,0.869565,0.171296,0.333333,0.07,Prof,0,No,No,Yes,No,No
0.022727,0.021739,0.199074,0.666667,0.03,Prof,0,No,No,Yes,No,No
0.772727,0.73913,0.726852,0,0.16,Grad,0,No,No,Yes,No,Yes
0.386364,0.413043,0.513889,0.333333,0.42,Grad,0,No,No,Yes,No,Yes
0.090909,0.108696,0.472222,1,0.18,Prof,0.299213,No,No,Yes,No,No
0.954545,0.913043,0.055556,0.666667,0.07,Grad,0,No,No,No,Yes,No
0.840909,0.804348,0.259259,0,0.08,Grad,0.390551,No,No,No,No,No
0.477273,0.5,0.430556,0.666667,0.44,Grad,0.129134,No,No,No,No,Yes
0.909091,0.913043,0.430556,0,0.39,Under,0,Yes,Yes,Yes,No,Yes
0.818182,0.804348,0.421296,0,0.44,Under,0,No,No,No,No,Yes
0.75,0.717391,0.694444,1,0.61,Under,0,No,No,No,No,Yes
0.704545,0.673913,0.375,0,0.19,Grad,0,No,No,Yes,Yes,No
0.659091,0.652174,0.333333,0,0.13,Prof,0,No,Yes,Yes,Yes,No
0.795455,0.76087,0.490741,0.333333,0.2,Under,0.633071,No,No,Yes,No,No
0.840909,0.826087,0.189815,0.666667,0.05,Grad,0,No,No,Yes,Yes,No
0.113636,0.152174,0.847222,0,0.633,Under,0,No,No,Yes,No,No
0.704545,0.717391,0.324074,1,0.1,Grad,0,No,No,Yes,No,No
